,season,lg,type,number_tm,position,player,age,tm,seas_id,player_id
1954,2005,NBA,All-Defense,1st,F,Tim Duncan,28,SAS,19843,3092
1955,2005,NBA,All-Defense,1st,G,Larry Hughes,26,WAS,19648,3132
1956,2005,NBA,All-Defense,2nd,C,Marcus Camby,30,DEN,19681,3004
1957,2005,NBA,All-Defense,2nd,F,Tayshaun Prince,24,DET,19839,3425
1958,2005,NBA,All-Defense,2nd,G,Chauncey Billups,28,DET,19412,3048
1959,2005,NBA,All-Defense,2nd,F,Andrei Kirilenko,23,UTA,19339,3298
1960,2005,NBA,All-Defense,2nd,G,Jason Kidd,31,NJN,19570,2870
1961,2005,NBA,All-Defense,2nd,G,Dwyane Wade,23,MIA,19490,3445
1999,2005,NBA,All-NBA,1st,C,Shaquille O'Neal,32,MIA,19815,2751
2000,2005,NBA,All-NBA,1st,G,Steve Nash,30,PHO,19832,3028
2001,2005,NBA,All-NBA,1st,F,Tim Duncan,28,SAS,19843,3092
2002,2005,NBA,All-NBA,1st,F,Dirk Nowitzki,26,DAL,19480,3116
2003,2005,NBA,All-NBA,1st,G,Allen Iverson,29,PHI,19327,2967
2004,2005,NBA,All-NBA,2nd,F,LeBron James,20,CLE,19652,3462
2005,2005,NBA,All-NBA,2nd,G,Dwyane Wade,23,MIA,19490,3445
2006,2005,NBA,All-NBA,2nd,F,Kevin Garnett,28,MIN,19632,2936
2007,2005,NBA,All-NBA,2nd,C,Amar'e Stoudemire,22,PHO,19331,3366
2008,2005,NBA,All-NBA,2nd,G,Ray Allen,29,SEA,19772,3016
2009,2005,NBA,All-NBA,3rd,F,Tracy McGrady,25,HOU,19856,3096
2010,2005,NBA,All-NBA,3rd,F,Shawn Marion,26,PHO,19819,3218
2011,2005,NBA,All-NBA,3rd,G,Kobe Bryant,26,LAL,19640,3000
2012,2005,NBA,All-NBA,3rd,C,Ben Wallace,30,DET,19367,2971
2013,2005,NBA,All-NBA,3rd,G,Gilbert Arenas,23,WAS,19527,3317
2041,2005,NBA,All-Rookie,1st,,Ben Gordon,21,CHI,19365,3505
2042,2005,NBA,All-Rookie,1st,,Dwight Howard,19,ORL,19489,3520
2043,2005,NBA,All-Rookie,1st,,Emeka Okafor,22,CHA,19508,3521
2044,2005,NBA,All-Rookie,1st,,Andre Iguodala,21,PHI,19337,3500
2045,2005,NBA,All-Rookie,1st,,Luol Deng,19,CHI,19667,3543
2046,2005,NBA,All-Rookie,2nd,,Nenad Krstić,21,NJN,19738,3549
2047,2005,NBA,All-Rookie,2nd,,Josh Smith,19,ATL,19605,3535
2048,2005,NBA,All-Rookie,2nd,,Josh Childress,21,ATL,19602,3534
2049,2005,NBA,All-Rookie,2nd,,Jameer Nelson,22,ORL,19554,3530
2050,2005,NBA,All-Rookie,2nd,,Al Jefferson,20,BOS,19322,3496
2063,2004,NBA,All-Defense,1st,F,Metta World Peace,24,IND,19099,3205
2064,2004,NBA,All-Defense,1st,C,Ben Wallace,29,DET,18770,2971
2065,2004,NBA,All-Defense,1st,G,Bruce Bowen,32,SAS,18798,2975
2066,2004,NBA,All-Defense,1st,F,Kevin Garnett,27,MIN,19036,2936
2067,2004,NBA,All-Defense,1st,G,Kobe Bryant,25,LAL,19042,3000
2068,2004,NBA,All-Defense,2nd,F,Andrei Kirilenko,22,UTA,18745,3298
2069,2004,NBA,All-Defense,2nd,F,Tim Duncan,27,SAS,19255,3092
2070,2004,NBA,All-Defense,2nd,C,Theo Ratliff,30,TOT,19250,2959
2071,2004,NBA,All-Defense,2nd,G,Doug Christie,33,SAC,18899,2712
2072,2004,NBA,All-Defense,2nd,G,Jason Kidd,30,NJN,18983,2870
2100,2004,NBA,All-NBA,1st,F,Kevin Garnett,27,MIN,19036,2936
2101,2004,NBA,All-NBA,1st,F,Tim Duncan,27,SAS,19255,3092
2102,2004,NBA,All-NBA,1st,G,Kobe Bryant,25,LAL,19042,3000
2103,2004,NBA,All-NBA,1st,C,Shaquille O'Neal,31,LAL,19227,2751
2104,2004,NBA,All-NBA,1st,G,Jason Kidd,30,NJN,18983,2870
2105,2004,NBA,All-NBA,2nd,C,Jermaine O'Neal,25,IND,18993,2993
2106,2004,NBA,All-NBA,2nd,F,Peja Stojaković,26,SAC,19150,3147
2107,2004,NBA,All-NBA,2nd,G,Sam Cassell,34,MIN,19207,2822
2108,2004,NBA,All-NBA,2nd,G,Tracy McGrady,24,ORL,19272,3096
2109,2004,NBA,All-NBA,2nd,C,Ben Wallace,29,DET,18770,2971
2110,2004,NBA,All-NBA,3rd,C,Yao Ming,23,HOU,19305,3428
2111,2004,NBA,All-NBA,3rd,G,Baron Davis,24,NOH,18768,3173
2112,2004,NBA,All-NBA,3rd,F,Dirk Nowitzki,25,DAL,18892,3116
2113,2004,NBA,All-NBA,3rd,G,Michael Redd,24,MIL,19109,3275
2114,2004,NBA,All-NBA,3rd,F,Metta World Peace,24,IND,19099,3205
2147,2004,NBA,All-Rookie,1st,,Carmelo Anthony,19,DEN,18808,3435
2148,2004,NBA,All-Rookie,1st,,Dwyane Wade,22,MIA,18904,3445
2149,2004,NBA,All-Rookie,1st,,LeBron James,19,CLE,19051,3462
2150,2004,NBA,All-Rookie,1st,,Chris Bosh,19,TOR,18821,3436
2151,2004,NBA,All-Rookie,1st,,Kirk Hinrich,23,CHI,19040,3459
2152,2004,NBA,All-Rookie,2nd,,Josh Howard,23,DAL,19013,3454
2153,2004,NBA,All-Rookie,2nd,,T.J. Ford,20,MIL,19247,3485
2154,2004,NBA,All-Rookie,2nd,,Udonis Haslem,23,MIA,19285,3491
2155,2004,NBA,All-Rookie,2nd,,Jarvis Hayes,22,WAS,18978,3450
2156,2004,NBA,All-Rookie,2nd,,Marquis Daniels,23,DAL,19085,3469
2168,2003,NBA,All-Defense,1st,C,Ben Wallace,28,DET,18288,2971
2169,2003,NBA,All-Defense,1st,F,Kevin Garnett,26,MIN,18513,2936
2170,2003,NBA,All-Defense,1st,F,Tim Duncan,26,SAS,18688,3092
2171,2003,NBA,All-Defense,1st,G,Doug Christie,32,SAC,18385,2712
2172,2003,NBA,All-Defense,1st,G,Kobe Bryant,24,LAL,18520,3000
2173,2003,NBA,All-Defense,2nd,G,Jason Kidd,29,NJN,18459,2870
2174,2003,NBA,All-Defense,2nd,F,Metta World Peace,23,IND,18562,3205
2175,2003,NBA,All-Defense,2nd,F,Bruce Bowen,31,SAS,18309,2975
2176,2003,NBA,All-Defense,2nd,G,Eric Snow,29,PHI,18404,2919
2177,2003,NBA,All-Defense,2nd,C,Shaquille O'Neal,30,LAL,18664,2751
2205,2003,NBA,All-NBA,1st,F,Tim Duncan,26,SAS,18688,3092
2206,2003,NBA,All-NBA,1st,G,Kobe Bryant,24,LAL,18520,3000
2207,2003,NBA,All-NBA,1st,F,Kevin Garnett,26,MIN,18513,2936
2208,2003,NBA,All-NBA,1st,C,Shaquille O'Neal,30,LAL,18664,2751
2209,2003,NBA,All-NBA,1st,G,Tracy McGrady,23,ORL,18699,3096
2210,2003,NBA,All-NBA,2nd,F,Dirk Nowitzki,24,DAL,18380,3116
2211,2003,NBA,All-NBA,2nd,G,Jason Kidd,29,NJN,18459,2870
2212,2003,NBA,All-NBA,2nd,G,Allen Iverson,27,PHI,18258,2967
2213,2003,NBA,All-NBA,2nd,F,Chris Webber,29,SAC,18333,2781
2214,2003,NBA,All-NBA,2nd,C,Ben Wallace,28,DET,18288,2971
2215,2003,NBA,All-NBA,3rd,C,Jermaine O'Neal,24,IND,18471,2993
2216,2003,NBA,All-NBA,3rd,G,Stephon Marbury,25,PHO,18675,3026
2217,2003,NBA,All-NBA,3rd,F,Paul Pierce,25,BOS,18601,3146
2218,2003,NBA,All-NBA,3rd,G,Steve Nash,28,DAL,18678,3028
2219,2003,NBA,All-NBA,3rd,F,Jamal Mashburn,30,NOH,18447,2801
2248,2003,NBA,All-Rookie,1st,,Amar'e Stoudemire,20,PHO,18262,3366
2249,2003,NBA,All-Rookie,1st,,Yao Ming,22,HOU,18725,3428
2250,2003,NBA,All-Rookie,1st,,Caron Butler,22,MIA,18317,3370
2251,2003,NBA,All-Rookie,1st,,Nenê,20,DEN,18591,3410
2252,2003,NBA,All-Rookie,2nd,,Manu Ginóbili,25,SAS,18539,3401
2253,2003,NBA,All-Rookie,2nd,,Carlos Boozer,21,CLE,18316,3369
2254,2003,NBA,All-Rookie,2nd,,Jay Williams,21,CHI,18463,3391
2255,2003,NBA,All-Rookie,2nd,,J.R. Bremer,22,BOS,18438,3387
2267,2002,NBA,All-Defense,1st,C,Ben Wallace,27,DET,17783,2971
2268,2002,NBA,All-Defense,1st,G,Gary Payton,33,SEA,17923,2585
2269,2002,NBA,All-Defense,1st,F,Tim Duncan,25,SAS,18196,3092
2270,2002,NBA,All-Defense,1st,G,Jason Kidd,28,NJN,17973,2870
2271,2002,NBA,All-Defense,1st,F,Kevin Garnett,25,MIN,18024,2936
2272,2002,NBA,All-Defense,2nd,G,Kobe Bryant,23,LAL,18031,3000
2273,2002,NBA,All-Defense,2nd,C,Dikembe Mutombo,35,PHI,17882,2648
2274,2002,NBA,All-Defense,2nd,G,Doug Christie,31,SAC,17891,2712
2275,2002,NBA,All-Defense,2nd,F,Bruce Bowen,30,SAS,17805,2975
2276,2002,NBA,All-Defense,2nd,F,Clifford Robinson,35,DET,17839,2492
2312,2002,NBA,All-NBA,1st,C,Shaquille O'Neal,29,LAL,18169,2751
2313,2002,NBA,All-NBA,1st,F,Tim Duncan,25,SAS,18196,3092
2314,2002,NBA,All-NBA,1st,G,Jason Kidd,28,NJN,17973,2870
2315,2002,NBA,All-NBA,1st,F,Tracy McGrady,22,ORL,18211,3096
2316,2002,NBA,All-NBA,1st,G,Kobe Bryant,23,LAL,18031,3000
2317,2002,NBA,All-NBA,2nd,F,Kevin Garnett,25,MIN,18024,2936
2318,2002,NBA,All-NBA,2nd,F,Dirk Nowitzki,23,DAL,17884,3116
2319,2002,NBA,All-NBA,2nd,F,Chris Webber,28,SAC,17833,2781
2320,2002,NBA,All-NBA,2nd,G,Gary Payton,33,SEA,17923,2585
2321,2002,NBA,All-NBA,2nd,G,Allen Iverson,26,PHI,17755,2967
2322,2002,NBA,All-NBA,3rd,F,Paul Pierce,24,BOS,18111,3146
2323,2002,NBA,All-NBA,3rd,C,Ben Wallace,27,DET,17783,2971
2324,2002,NBA,All-NBA,3rd,C,Dikembe Mutombo,35,PHI,17882,2648
2325,2002,NBA,All-NBA,3rd,G,Steve Nash,27,DAL,18183,3028
2326,2002,NBA,All-NBA,3rd,C,Jermaine O'Neal,23,IND,17982,2993
2358,2002,NBA,All-Rookie,1st,,Pau Gasol,21,MEM,18110,3341
2359,2002,NBA,All-Rookie,1st,,Shane Battier,23,MEM,18168,3349
2360,2002,NBA,All-Rookie,1st,,Jason Richardson,21,GSW,17974,3323
2361,2002,NBA,All-Rookie,1st,,Tony Parker,19,SAS,18210,3355
2362,2002,NBA,All-Rookie,1st,,Andrei Kirilenko,20,UTA,17762,3298
2363,2002,NBA,All-Rookie,2nd,,Jamaal Tinsley,23,IND,17962,3319
2364,2002,NBA,All-Rookie,2nd,,Richard Jefferson,21,NJN,18135,3345
2365,2002,NBA,All-Rookie,2nd,,Eddie Griffin,19,HOU,17896,3312
2366,2002,NBA,All-Rookie,2nd,,Željko Rebrača,29,DET,18244,3364
2367,2002,NBA,All-Rookie,2nd,,Vladimir Radmanović,21,SEA,18232,3360
2381,2001,NBA,All-Defense,1st,C,Dikembe Mutombo,34,TOT,17363,2648
2382,2001,NBA,All-Defense,1st,F,Tim Duncan,24,SAS,17693,3092
2383,2001,NBA,All-Defense,1st,G,Jason Kidd,27,PHO,17461,2870
2384,2001,NBA,All-Defense,1st,G,Gary Payton,32,SEA,17416,2585
2385,2001,NBA,All-Defense,1st,F,Kevin Garnett,24,MIN,17505,2936
2386,2001,NBA,All-Defense,2nd,G,Kobe Bryant,22,LAL,17514,3000
2387,2001,NBA,All-Defense,2nd,G,Doug Christie,30,SAC,17372,2712
2388,2001,NBA,All-Defense,2nd,F,Bruce Bowen,29,MIA,17269,2975
2389,2001,NBA,All-Defense,2nd,C,Shaquille O'Neal,28,LAL,17668,2751
2390,2001,NBA,All-Defense,2nd,F,P.J. Brown,31,CHH,17600,2815
2431,2001,NBA,All-NBA,1st,G,Allen Iverson,25,PHI,17220,2967
2432,2001,NBA,All-NBA,1st,F,Tim Duncan,24,SAS,17693,3092
2433,2001,NBA,All-NBA,1st,F,Chris Webber,27,SAC,17304,2781
2434,2001,NBA,All-NBA,1st,C,Shaquille O'Neal,28,LAL,17668,2751
2435,2001,NBA,All-NBA,1st,G,Jason Kidd,27,PHO,17461,2870
2436,2001,NBA,All-NBA,2nd,F,Kevin Garnett,24,MIN,17505,2936
2437,2001,NBA,All-NBA,2nd,G,Kobe Bryant,22,LAL,17514,3000
2438,2001,NBA,All-NBA,2nd,F,Tracy McGrady,21,ORL,17709,3096
2439,2001,NBA,All-NBA,2nd,F,Vince Carter,24,TOR,17728,3166
2440,2001,NBA,All-NBA,2nd,C,Dikembe Mutombo,34,TOT,17363,2648
2441,2001,NBA,All-NBA,3rd,F,Karl Malone,37,UTA,17494,2252
2442,2001,NBA,All-NBA,3rd,C,David Robinson,35,SAS,17345,2494
2443,2001,NBA,All-NBA,3rd,G,Gary Payton,32,SEA,17416,2585
2444,2001,NBA,All-NBA,3rd,G,Ray Allen,25,MIL,17623,3016
2445,2001,NBA,All-NBA,3rd,F,Dirk Nowitzki,22,DAL,17367,3116
2474,2001,NBA,All-Rookie,1st,,Mike Miller,20,ORL,17575,3276
2475,2001,NBA,All-Rookie,1st,,Kenyon Martin,23,NJN,17500,3264
2476,2001,NBA,All-Rookie,1st,,Marc Jackson,26,GSW,17543,3270
2477,2001,NBA,All-Rookie,1st,,Morris Peterson,23,TOR,17584,3279
2478,2001,NBA,All-Rookie,1st,,Darius Miles,19,LAC,17340,3239
2479,2001,NBA,All-Rookie,2nd,,Hedo Türkoğlu,21,SAC,17431,3252
2480,2001,NBA,All-Rookie,2nd,,Desmond Mason,23,SEA,17360,3243
2481,2001,NBA,All-Rookie,2nd,,Marcus Fizer,22,CHI,17545,3271
2482,2001,NBA,All-Rookie,2nd,,Chris Mihm,21,CLE,17300,3232
2495,2000,NBA,All-Defense,1st,G,Gary Payton,31,SEA,16910,2585
2496,2000,NBA,All-Defense,1st,C,Alonzo Mourning,29,MIA,16726,2696
2497,2000,NBA,All-Defense,1st,G,Kobe Bryant,21,LAL,17000,3000
2498,2000,NBA,All-Defense,1st,F,Kevin Garnett,23,MIN,16994,2936
2499,2000,NBA,All-Defense,1st,F,Tim Duncan,23,SAS,17164,3092
2500,2000,NBA,All-Defense,2nd,C,Shaquille O'Neal,27,LAL,17142,2751
2501,2000,NBA,All-Defense,2nd,G,Eddie Jones,28,CHH,16886,2855
2502,2000,NBA,All-Defense,2nd,G,Jason Kidd,26,PHO,16948,2870
2503,2000,NBA,All-Defense,2nd,F,Scottie Pippen,34,POR,17136,2394
2504,2000,NBA,All-Defense,2nd,F,Clifford Robinson,33,PHO,16823,2492
2532,2000,NBA,All-NBA,1st,C,Shaquille O'Neal,27,LAL,17142,2751
2533,2000,NBA,All-NBA,1st,G,Gary Payton,31,SEA,16910,2585
2534,2000,NBA,All-NBA,1st,F,Kevin Garnett,23,MIN,16994,2936
2535,2000,NBA,All-NBA,1st,F,Tim Duncan,23,SAS,17164,3092
2536,2000,NBA,All-NBA,1st,G,Jason Kidd,26,PHO,16948,2870
2537,2000,NBA,All-NBA,2nd,G,Allen Iverson,24,PHI,16725,2967
2538,2000,NBA,All-NBA,2nd,G,Kobe Bryant,21,LAL,17000,3000
2539,2000,NBA,All-NBA,2nd,F,Karl Malone,36,UTA,16985,2252
2540,2000,NBA,All-NBA,2nd,C,Alonzo Mourning,29,MIA,16726,2696
2541,2000,NBA,All-NBA,2nd,F,Grant Hill,27,DET,16918,2863
2542,2000,NBA,All-NBA,3rd,F,Chris Webber,26,SAC,16814,2781
2543,2000,NBA,All-NBA,3rd,F,Vince Carter,23,TOR,17195,3166
2544,2000,NBA,All-NBA,3rd,G,Eddie Jones,28,CHH,16886,2855
2545,2000,NBA,All-NBA,3rd,C,David Robinson,34,SAS,16846,2494
2546,2000,NBA,All-NBA,3rd,G,Stephon Marbury,22,NJN,17150,3026
2569,2000,NBA,All-Rookie,1st,,Elton Brand,20,CHI,16891,3186
2570,2000,NBA,All-Rookie,1st,,Steve Francis,22,HOU,17151,3219
2571,2000,NBA,All-Rookie,1st,,Lamar Odom,20,LAC,17005,3201
2572,2000,NBA,All-Rookie,1st,,Wally Szczerbiak,22,MIN,17202,3225
2573,2000,NBA,All-Rookie,1st,,Andre Miller,23,CLE,16729,3171
2574,2000,NBA,All-Rookie,2nd,,Shawn Marion,21,PHO,17146,3218
2575,2000,NBA,All-Rookie,2nd,,Metta World Peace,20,CHI,17045,3205
2576,2000,NBA,All-Rookie,2nd,,James Posey,23,DEN,16944,3192
2577,2000,NBA,All-Rookie,2nd,,Jason Terry,22,ATL,16950,3194
2578,2000,NBA,All-Rookie,2nd,,Chucky Atkins,25,ORL,16818,3177
2588,1999,NBA,All-Defense,1st,G,Gary Payton,30,SEA,16406,2585
2589,1999,NBA,All-Defense,1st,C,Alonzo Mourning,28,MIA,16217,2696
2590,1999,NBA,All-Defense,1st,F,Tim Duncan,22,SAS,16667,3092
2591,1999,NBA,All-Defense,1st,G,Jason Kidd,25,PHO,16451,2870
2592,1999,NBA,All-Defense,1st,F,Karl Malone,35,UTA,16488,2252
2593,1999,NBA,All-Defense,1st,F,Scottie Pippen,33,HOU,16632,2394
2594,1999,NBA,All-Defense,2nd,C,Dikembe Mutombo,32,ATL,16360,2648
2595,1999,NBA,All-Defense,2nd,G,Mookie Blaylock,31,ATL,16562,2531
2596,1999,NBA,All-Defense,2nd,G,Eddie Jones,27,TOT,16381,2855
2597,1999,NBA,All-Defense,2nd,F,P.J. Brown,29,MIA,16572,2815
2598,1999,NBA,All-Defense,2nd,F,Theo Ratliff,25,PHI,16665,2959
2633,1999,NBA,All-NBA,1st,F,Karl Malone,35,UTA,16488,2252
2634,1999,NBA,All-NBA,1st,F,Tim Duncan,22,SAS,16667,3092
2635,1999,NBA,All-NBA,1st,C,Alonzo Mourning,28,MIA,16217,2696
2636,1999,NBA,All-NBA,1st,G,Allen Iverson,23,PHI,16216,2967
2637,1999,NBA,All-NBA,1st,G,Jason Kidd,25,PHO,16451,2870
2638,1999,NBA,All-NBA,2nd,G,Gary Payton,30,SEA,16406,2585
2639,1999,NBA,All-NBA,2nd,C,Shaquille O'Neal,26,LAL,16638,2751
2640,1999,NBA,All-NBA,2nd,F,Chris Webber,25,SAC,16308,2781
2641,1999,NBA,All-NBA,2nd,F,Grant Hill,26,DET,16416,2863
2642,1999,NBA,All-NBA,2nd,G,Tim Hardaway,32,MIA,16668,2551
2643,1999,NBA,All-NBA,3rd,F,Kevin Garnett,22,MIN,16499,2936
2644,1999,NBA,All-NBA,3rd,F,Antonio McDyess,24,DEN,16238,2896
2645,1999,NBA,All-NBA,3rd,G,John Stockton,36,UTA,16479,2183
2646,1999,NBA,All-NBA,3rd,G,Kobe Bryant,20,LAL,16505,3000
2647,1999,NBA,All-NBA,3rd,C,Hakeem Olajuwon,36,HOU,16422,2176
2679,1999,NBA,All-Rookie,1st,,Paul Pierce,21,BOS,16578,3146
2680,1999,NBA,All-Rookie,1st,,Vince Carter,22,TOR,16697,3166
2681,1999,NBA,All-Rookie,1st,,Jason Williams,23,SAC,16453,3123
2682,1999,NBA,All-Rookie,1st,,Mike Bibby,20,VAN,16555,3140
2683,1999,NBA,All-Rookie,1st,,Matt Harpring,22,ORL,16543,3136
2684,1999,NBA,All-Rookie,2nd,,Michael Dickerson,23,HOU,16547,3137
2685,1999,NBA,All-Rookie,2nd,,Michael Doleac,21,ORL,16548,3138
2686,1999,NBA,All-Rookie,2nd,,Cuttino Mobley,23,HOU,16325,3114
2687,1999,NBA,All-Rookie,2nd,,Michael Olowokandi,23,LAC,16551,3139
2688,1999,NBA,All-Rookie,2nd,,Antawn Jamison,22,GSW,16227,3104
2697,1998,NBA,All-Defense,1st,G,Michael Jordan,34,CHI,16041,2193
2698,1998,NBA,All-Defense,1st,G,Gary Payton,29,SEA,15884,2585
2699,1998,NBA,All-Defense,1st,C,Dikembe Mutombo,31,ATL,15842,2648
2700,1998,NBA,All-Defense,1st,F,Scottie Pippen,32,CHI,16113,2394
2701,1998,NBA,All-Defense,1st,F,Karl Malone,34,UTA,15974,2252
2702,1998,NBA,All-Defense,2nd,G,Mookie Blaylock,30,ATL,16051,2531
2703,1998,NBA,All-Defense,2nd,F,Tim Duncan,21,SAS,16152,3092
2704,1998,NBA,All-Defense,2nd,F,Charles Oakley,34,NYK,15758,2230
2705,1998,NBA,All-Defense,2nd,C,David Robinson,32,SAS,15814,2494
2706,1998,NBA,All-Defense,2nd,G,Eddie Jones,26,LAL,15861,2855
2738,1998,NBA,All-NBA,1st,G,Michael Jordan,34,CHI,16041,2193
2739,1998,NBA,All-NBA,1st,F,Karl Malone,34,UTA,15974,2252
2740,1998,NBA,All-NBA,1st,G,Gary Payton,29,SEA,15884,2585
2741,1998,NBA,All-NBA,1st,C,Shaquille O'Neal,25,LAL,16118,2751
2742,1998,NBA,All-NBA,1st,F,Tim Duncan,21,SAS,16152,3092
2743,1998,NBA,All-NBA,2nd,G,Tim Hardaway,31,MIA,16153,2551
2744,1998,NBA,All-NBA,2nd,C,David Robinson,32,SAS,15814,2494
2745,1998,NBA,All-NBA,2nd,F,Grant Hill,25,DET,15898,2863
2746,1998,NBA,All-NBA,2nd,F,Vin Baker,26,SEA,16185,2830
2747,1998,NBA,All-NBA,2nd,G,Rod Strickland,31,WAS,16092,2461
2748,1998,NBA,All-NBA,3rd,F,Scottie Pippen,32,CHI,16113,2394
2749,1998,NBA,All-NBA,3rd,F,Glen Rice,30,CHH,15895,2509
2750,1998,NBA,All-NBA,3rd,G,Mitch Richmond,32,SAC,16048,2449
2751,1998,NBA,All-NBA,3rd,G,Reggie Miller,32,IND,16079,2386
2752,1998,NBA,All-NBA,3rd,C,Dikembe Mutombo,31,ATL,15842,2648
2789,1998,NBA,All-Rookie,1st,,Keith Van Horn,22,NJN,15979,3074
2790,1998,NBA,All-Rookie,1st,,Tim Duncan,21,SAS,16152,3092
2791,1998,NBA,All-Rookie,1st,,Brevin Knight,22,CLE,15724,3043
2792,1998,NBA,All-Rookie,1st,,Zydrunas Ilgauskas,22,CLE,16206,3100
2793,1998,NBA,All-Rookie,1st,,Ron Mercer,21,BOS,16096,3087
2794,1998,NBA,All-Rookie,2nd,,Tim Thomas,20,PHI,16158,3093
2795,1998,NBA,All-Rookie,2nd,,Cedric Henderson,22,CLE,15754,3045
2796,1998,NBA,All-Rookie,2nd,,Derek Anderson,23,CLE,15831,3054
2797,1998,NBA,All-Rookie,2nd,,Maurice Taylor,21,LAC,16037,3081
2798,1998,NBA,All-Rookie,2nd,,Bobby Jackson,24,DEN,15716,3041
2807,1997,NBA,All-Defense,1st,F,Scottie Pippen,31,CHI,15576,2394
2808,1997,NBA,All-Defense,1st,G,Michael Jordan,33,CHI,15484,2193
2809,1997,NBA,All-Defense,1st,C,Dikembe Mutombo,30,ATL,15239,2648
2810,1997,NBA,All-Defense,1st,G,Gary Payton,28,SEA,15300,2585
2811,1997,NBA,All-Defense,1st,F,Karl Malone,33,UTA,15398,2252
2812,1997,NBA,All-Defense,2nd,G,Mookie Blaylock,29,ATL,15491,2531
2813,1997,NBA,All-Defense,2nd,C,Hakeem Olajuwon,34,HOU,15325,2176
2814,1997,NBA,All-Defense,2nd,F,Anthony Mason,30,CHH,15115,2481
2815,1997,NBA,All-Defense,2nd,F,P.J. Brown,27,MIA,15503,2815
2816,1997,NBA,All-Defense,2nd,G,John Stockton,34,UTA,15392,2183
2842,1997,NBA,All-NBA,1st,G,Michael Jordan,33,CHI,15484,2193
2843,1997,NBA,All-NBA,1st,F,Karl Malone,33,UTA,15398,2252
2844,1997,NBA,All-NBA,1st,C,Hakeem Olajuwon,34,HOU,15325,2176
2845,1997,NBA,All-NBA,1st,F,Grant Hill,24,DET,15316,2863
2846,1997,NBA,All-NBA,1st,G,Tim Hardaway,30,MIA,15618,2551
2847,1997,NBA,All-NBA,2nd,G,Gary Payton,28,SEA,15300,2585
2848,1997,NBA,All-NBA,2nd,F,Scottie Pippen,31,CHI,15576,2394
2849,1997,NBA,All-NBA,2nd,C,Patrick Ewing,34,NYK,15504,3966
2850,1997,NBA,All-NBA,2nd,F,Glen Rice,29,CHH,15314,2509
2851,1997,NBA,All-NBA,2nd,G,Mitch Richmond,31,SAC,15487,2449
2852,1997,NBA,All-NBA,3rd,G,John Stockton,34,UTA,15392,2183
2853,1997,NBA,All-NBA,3rd,F,Anthony Mason,30,CHH,15115,2481
2854,1997,NBA,All-NBA,3rd,C,Shaquille O'Neal,24,LAL,15582,2751
2855,1997,NBA,All-NBA,3rd,G,Anfernee Hardaway,25,ORL,15111,2767
2856,1997,NBA,All-NBA,3rd,F,Vin Baker,25,MIL,15641,2830
2885,1997,NBA,All-Rookie,1st,,Shareef Abdur-Rahim,20,VAN,15583,3024
2886,1997,NBA,All-Rookie,1st,,Allen Iverson,21,PHI,15105,2967
2887,1997,NBA,All-Rookie,1st,,Stephon Marbury,19,MIN,15604,3026
2888,1997,NBA,All-Rookie,1st,,Antoine Walker,20,BOS,15119,2969
2889,1997,NBA,All-Rookie,1st,,Marcus Camby,22,TOR,15451,3004
2890,1997,NBA,All-Rookie,2nd,,Kerry Kittles,22,NJN,15408,2998
2891,1997,NBA,All-Rookie,2nd,,Ray Allen,21,MIL,15517,3016
2892,1997,NBA,All-Rookie,2nd,,Travis Knight,22,LAL,15636,3032
2893,1997,NBA,All-Rookie,2nd,,Kobe Bryant,18,LAL,15419,3000
2894,1997,NBA,All-Rookie,2nd,,Matt Maloney,25,HOU,15473,3008
2903,1996,NBA,All-Defense,1st,F,Scottie Pippen,30,CHI,14990,2394
2904,1996,NBA,All-Defense,1st,G,Michael Jordan,32,CHI,14913,2193
2905,1996,NBA,All-Defense,1st,G,Gary Payton,27,SEA,14747,2585
2906,1996,NBA,All-Defense,1st,C,David Robinson,30,SAS,14671,2494
2907,1996,NBA,All-Defense,1st,F,Dennis Rodman,34,CHI,14682,2301
2908,1996,NBA,All-Defense,2nd,C,Hakeem Olajuwon,33,HOU,14779,2176
2909,1996,NBA,All-Defense,2nd,F,Horace Grant,30,ORL,14788,2361
2910,1996,NBA,All-Defense,2nd,G,Mookie Blaylock,28,ATL,14925,2531
2911,1996,NBA,All-Defense,2nd,F,Derrick McKey,29,IND,14688,2356
2912,1996,NBA,All-Defense,2nd,G,Bobby Phills,26,CLE,14597,2635
2941,1996,NBA,All-NBA,1st,G,Michael Jordan,32,CHI,14913,2193
2942,1996,NBA,All-NBA,1st,F,Scottie Pippen,30,CHI,14990,2394
2943,1996,NBA,All-NBA,1st,G,Anfernee Hardaway,24,ORL,14559,2767
2944,1996,NBA,All-NBA,1st,F,Karl Malone,32,UTA,14841,2252
2945,1996,NBA,All-NBA,1st,C,David Robinson,30,SAS,14671,2494
2946,1996,NBA,All-NBA,2nd,C,Hakeem Olajuwon,33,HOU,14779,2176
2947,1996,NBA,All-NBA,2nd,F,Shawn Kemp,26,SEA,15004,2543
2948,1996,NBA,All-NBA,2nd,G,Gary Payton,27,SEA,14747,2585
2949,1996,NBA,All-NBA,2nd,F,Grant Hill,23,DET,14762,2863
2950,1996,NBA,All-NBA,2nd,G,John Stockton,33,UTA,14834,2183
2951,1996,NBA,All-NBA,3rd,F,Charles Barkley,32,PHO,14617,2162
